//HSK 3.0 (2026)/HSK1
爱,ai4
空气,kong1 qi4
口语,kou3 yu3
苦,ku3
快餐,kuai4 can1
快递,kuai4 di4
快速,kuai4 su4
困,kun4
困难,kun4 nan5
辣,la4
拉,la1
来不及,lai2 bu5 ji2
来得及,lai2 de5 ji2
垃圾,la1 ji1
懒,lan3
浪费,lang4 fei4
浪漫,lang4 man4
老虎,lao3 hu3
老家,lao3 jia1
老年,lao3 nian2
老是,lao3 shi5
冷静,leng3 jing4
俩,lia3
连,lian2
凉,liang2
量,liang2
亮,liang4
联系,lian2 xi4
列,lie4
理发
厉害,li4 hai5
理解,li3 jie3
礼貌,li3 mao4
另,ling4
零下
零花钱
零钱,ling2 qian2
零食,ling2 shi2
另外,ling4 wai4
力气,li4 qi5
例如,li4 ru2
留,liu2
流,liu2
流利,liu2 li4
留下,liu2 xia4
流行,liu2 xing2
理想,li3 xiang3
例子,li4 zi5
乱,luan4
旅馆
路过,lu4 guo4
旅客
落,luo4
律师
旅行
麻烦,ma2 fan5
满,man3
馒头,man2 tou5
毛巾,mao2 jin1
毛衣,mao2 yi1
帽子,mao4 zi5
美,mei3
美好,mei3 hao3
美景
美丽,mei3 li4
美食
梦,meng4
梦想,meng4 xiang3
面对,mian4 dui4
免费,mian3 fei4
面试,mian4 shi4
秒,miao3
密码,mi4 ma3
民族,min2 zu2
末,mo4
目标,mu4 biao1
目的,mu4 di4
目的地,mu4 di4 di4
母女
目前,mu4 qian2
母亲,mu3 qin1
母子
耐心,nai4 xin1
南部,nan2 bu4
难道,nan2 dao4
男士
难受,nan2 shou4
难忘,nan2 wang4
男性,nan2 xing4
内,nei4
内容,nei4 rong2
内心,nei4 xin1
能否
能够,neng2 gou4
能力,neng2 li4
嗯
年底,nian2 di3
年龄,nian2 ling2
弄,nong4
农村,nong2 cun1
暖和,nuan3 huo2
女性
偶尔,ou3 er3
排,pai2
牌,pai2
拍,pai1
排队,pai2 dui4
排球,pai2 qiu2
牌子,pai2 zi5
判断,pan4 duan4
陪,pei2
片,pian4
篇,pian1
皮肤,pi2 fu1
平常,ping2 chang2
乒乓球,ping1 pang1 qiu2
批评,pi1 ping2
脾气,pi2 qi4
皮鞋,pi2 xie2
破,po4
普遍,pu3 bian4
葡萄,pu2 tao5
葡萄酒,pu2 tao5 jiu3
普通,pu3 tong1
普通话,pu3 tong1 hua4
气,qi4
期,qi1
前方,qian2 fang1
强,qiang2
前后,qian2 hou4
千克,qian1 ke4
千万,qian1 wan4
签证,qian1 zheng4
桥,qiao2
巧,qiao3
敲,qiao1
巧克力,qiao3 ke4 li4
其次,qi2 ci4
起到
气候,qi4 hou4
期末
琴,qin2
轻,qing1
情况,qing2 kuang4
青年,qing1 nian2
轻松,qing1 song1
庆祝,qing4 zhu4
亲戚,qin1 qi5
汽水,qi4 shui3
球队,qiu2 dui4
球迷,qiu2 mi2
气温,qi4 wen1
其中,qi2 zhong1
期中
取,qu3
区,qu1
全,quan2
全部,quan2 bu4
全都,quan2 dou1
全球,quan2 qiu2
全身,quan2 shen1
区别,qu1 bie2
取得,qu3 de2
却,que4
缺,que1
缺点,que1 dian3
缺少,que1 shao3
确实,que4 shi2
取消,qu3 xiao1
然而,ran2 er2
热闹,re4 nao5
仍,reng2
扔,reng1
仍然,reng2 ran2
任何,ren4 he2
人生,ren2 sheng1
人数,ren2 shu4
任务,ren4 wu5
人员,ren2 yuan2
日常,ri4 chang2
日记,ri4 ji4
日期,ri4 qi1
日子,ri4 zi5
入,ru4
入口,ru4 kou3
入学,ru4 xue2
入住
散步,san4 bu4
扫码
森林,sen1 lin2
商量,shang1 liang4
上门,shang4 men2
商品,shang1 pin3
伤心,shang1 xin1
稍,shao1
少见
少量,shao3 liang4
少年,shao4 nian2
少数,shao3 shu4
稍微,shao1 wei1
社会,she4 hui4
身,shen1
深,shen1
身份证,shen1 fen4 zheng4
剩,sheng4
省,sheng3
生,sheng1
生命,sheng1 ming4
生意,sheng1 yi5
申请,shen1 qing3
甚至,shen4 zhi4
摄氏度
使,shi3
失败,shi1 bai4
市场,shi4 chang3
十分,shi2 fen1
是否,shi4 fou3
师傅,shi1 fu5
使馆,shi3 guan3
适合,shi4 he2
实际,shi2 ji4
世纪,shi4 ji4
时间表,shi2 jian4 biao3
实际上,shi2 ji4 shang4
食品,shi2 pin3
视频,shi4 pin2
市区,shi4 qu1
失去,shi1 qu4
师生
食堂,shi2 tang2
试题
失望,shi1 wang4
食物,shi2 wu4
适应,shi4 ying4
使用,shi3 yong4
实在,shi2 zai4
十字路口,shi2 zi4 lu4 kou3
首,shou3
受不了
首都,shou3 du1
收费,shou1 fei4
售票员,shou4 piao4 yuan2
收入,shou1 ru4
受伤,shou4 shang1
收拾,shou1 shi5
收听,shou1 ting1
首先,shou3 xian1
数,shu4
输,shu1
熟,shu2
帅,shuai4
暑假,shu3 jia4
数量,shu4 liang4
树林,shu4 lin2
顺便,shun4 bian4
顺利,shun4 li4
顺序,shun4 xu4
说法,shuo1 fa5
说明,shuo1 ming2
说明书,shuo1 ming2 shu1
硕士,shuo4 shi4
熟悉,shu2 xi1
数字,shu4 zi4
死,si3
算,suan4
酸,suan1
酸奶,suan1 nai3
速度,su4 du4
随便,sui2 bian4
随着,sui2 zhe5
塑料,su4 liao4
孙女,sun1 nu:3
孙子,sun1 zi5
所有,suo3 you3
台,tai2
抬,tai2
态度,tai4 du5
抬头,tai2 tou2
弹,tan2
谈,tan2
趟,tang4
躺,tang3
汤,tang1
讨论,tao3 lun4
讨厌,tao3 yan4
特点,te4 dian3
提,ti2
填写,tian2 xie3
条件,tiao2 jian4
提出,ti2 chu1
提到,ti2 dao4
提供,ti2 gong1
体检,ti3 jian3
停,ting2
停车,ting2 che1
停车场,ting2 che1 chang3
听力,ting1 li4
停止,ting2 zhi3
听众,ting1 zhong4
提前,ti2 qian2
体温,ti3 wen1
提醒,ti2 xing3
体重,ti3 zhong4
痛,tong4
桶,tong3
通,tong1
通过,tong1 guo4
童年,tong2 nian2
同时,tong2 shi2
同样,tong2 yang4
通知,tong1 zhi1
头痛,tou2 tong4
图,tu2
土,tu3
推,tui1
推迟,tui1 chi2
推出,tui1 chu1
脱,tuo1
图片,tu2 pian4
外出,wai4 chu1
外套,wai4 tao4
晚安,wan3 an1
晚餐,wan3 can1
网购
往往,wang3 wang3
网页,wang3 ye4
网友
网址,wang3 zhi3
完全,wan2 quan2
袜子,wa4 zi5
为,wei2
味,wei4
味道,wei4 dao5
卫生,wei4 sheng1
危险,wei1 xian3
闻,wen2
温度,wen1 du4
文件,wen2 jian4
文章,wen2 zhang1
文字,wen2 zi4
无,wu2
午餐,wu3 can1
无法,wu2 fa3
误会,wu4 hui4
无聊,wu2 liao2
无论,wu2 lun4
污染,wu1 ran3
细,xi4
吸,xi1
下降,xia4 jiang4
咸,xian2
鲜,xian1
项,xiang4
响,xiang3
香,xiang1
相比,xiang1 bi3
想法,xiang3 fa3
相反,xiang1 fan3
相互,xiang1 hu4
相同,xiang1 tong2
详细,xiang2 xi4
鲜花,xian1 hua1
现金,xian4 jin1
羡慕,xian4 mu4
线上,xian4 shang4
线下
现有,xian4 you3
小吃,xiao3 chi1
效果,xiao4 guo3
笑话,xiao4 hua4
小伙子,xiao3 huo3 zi5
小说,xiao3 shuo1
消息,xiao1 xi5
小组,xiao3 zu3
西部,xi1 bu4
血,xie3
西红柿,xi1 hong2 shi4
心,xin1
性,xing4
醒,xing3
性别,xing4 bie2
兴奋,xing1 fen4
幸福,xing4 fu2
性格,xing4 ge2
星星,xing1 xing5
信号,xin4 hao4
辛苦,xin1 ku3
心情,xin1 qing2
信息,xin4 xi1
信心,xin4 xin1
熊,xiong2
兄弟,xiong1 di4
修,xiu1
修理,xiu1 li3
细心,xi4 xin1
吸引,xi1 yin3
许多,xu3 duo1
学费,xue2 fei4
学院,xue2 yuan4
压,ya1
牙膏,ya2 gao1
压力,ya1 li4
盐,yan2
演,yan3
烟,yan1
演唱,yan3 chang4
演出,yan3 chu1
养成,yang3 cheng2
严格,yan2 ge2
阳光,yang2 guang1
样子,yang4 zi5
眼镜,yan3 jing4
研究,yan2 jiu1
研究生,yan2 jiu1 sheng1
眼前,yan3 qian2
演员,yan3 yuan2
严重,yan2 zhong4
邀请,yao1 qing3
要是,yao4 shi4
钥匙,yao4 shi5
亚洲
夜,ye4
夜晚,ye4 wan3
也许,ye3 xu3
叶子,ye4 zi5
已,yi3
意见,yi4 jian4
因此,yin1 ci3
以内,yi3 nei4
赢,ying2
赢得,ying2 de2
应聘,ying4 pin4
引起,yin3 qi3
印象,yin4 xiang4
一切,yi1 qie4
一生,yi1 sheng1
艺术,yi4 shu4
勇敢,yong3 gan3
用来
用于,yong4 yu2
永远,yong3 yuan3
由,you2
油,you2
优点,you1 dian3
友好,you3 hao3
幽默,you1 mo4
尤其,you2 qi2
友情,you3 qing2
有趣,you3 qu4
游玩
有效,you3 xiao4
优秀,you1 xiu4
友谊,you3 yi4
由于,you2 yu2
有着,you3 zhe5
与,yu3
原来,yuan2 lai2
远离,yuan3 li2
原谅,yuan2 liang4
原因,yuan2 yin1
院长,yuan4 zhang3
院子,yuan4 zi5
约,yue1
月饼,yue4 bing3
阅读,yue4 du2
月份,yue4 fen4
约会,yue1 hui4
语法,yu3 fa3
愉快,yu2 kuai4
云,yun2
允许,yun3 xu3
于是,yu2 shi4
预习,yu4 xi2
再次,zai4 ci4
再说,zai4 shuo1
暂时,zan4 shi2
暂停,zan4 ting2
早餐,zao3 can1
早晨,zao3 chen2
杂志,za2 zhi4
增加,zeng1 jia1
增长,zeng1 zhang3
责任,ze2 ren4
着,zhao2
着火,zhao2 huo3
招聘,zhao1 pin4
者,zhe3
证,zheng4
整,zheng3
正常,zheng4 chang2
整个,zheng3 ge4
正好,zheng4 hao3
证件,zheng4 jian4
整理,zheng3 li3
证明,zheng4 ming2
正确,zheng4 que4
正式,zheng4 shi4
真正,zhen1 zheng4
值,zhi2
指,zhi3
之,zhi1
支持,zhi1 chi2
指出,zhi3 chu1
值得,zhi2 de5
支付,zhi1 fu4
只好,zhi3 hao3
之后,zhi1 hou4
之间,zhi1 jian1
直接,zhi2 jie1
纸巾
质量,zhi4 liang4
之前,zhi1 qian2
至少,zhi4 shao3
知识,zhi1 shi5
植物,zhi2 wu4
职业,zhi2 ye4
之中,zhi1 zhong1
种,zhong4
重,zhong4
中餐
重点,zhong4 dian3
中年,zhong1 nian2
重视,zhong4 shi4
周围,zhou1 wei2
祝,zhu4
赚,zhuan4
转,zhuan3
转发
装,zhuang1
转机,zhuan3 ji1
专门,zhuan1 men2
专业,zhuan1 ye4
祝贺,zhu4 he4
著名,zhu4 ming2
准,zhun3
准确,zhun3 que4
准时,zhun3 shi2
主意,zhu3 yi5
自,zi4
资料,zi1 liao4
自然,zi4 ran2
自习
仔细,zi3 xi4
自信,zi4 xin4
自学,zi4 xue2
总结,zong3 jie2
组,zu3
租,zu1
最终,zui4 zhong1
尊重,zun1 zhong4
座,zuo4
做法,zuo4 fa3
作家,zuo4 jia1
做梦,zuo4 meng4
作品,zuo4 pin3
作为,zuo4 wei2
座位,zuo4 wei4
作文,zuo4 wen2
作用,zuo4 yong4
左右,zuo3 you4
作者,zuo2 zhe3
//HSK 3.0 (2026)/HSK5
唉,ai4
哎,ai1
爱护,ai4 hu4
哎呀,ai1 ya1
暗,an4
安,an1
安全带,an1 quan2 dai4
安慰,an1 wei4
安装,an1 zhuang1
熬夜,ao2 ye4
白,bai2
傍晚,bang4 wan3
半夜,ban4 ye4
薄
宝,bao3
保,bao3
保安,bao3 an1
宝贝,bao3 bei4
保持,bao3 chi2
保存,bao3 cun2
报到,bao4 dao4
报道,bao4 dao4
报告,bao4 gao4
宝贵,bao3 gui4
包裹,bao1 guo3
包含,bao1 han2
报警,bao4 jing3
包括,bao1 kuo4
保留,bao3 liu2
保险,bao3 xian3
暴雨,bao4 yu3
抱怨,bao4 yuan4
保质期
包装,bao1 zhuang1
把握,ba3 wo4
背,bei4
背后,bei4 hou4
背景,bei4 jing3
被子,bei4 zi5
本地,ben3 di4
本领,ben3 ling3
本人,ben3 ren2
本质,ben3 zhi4
必,bi4
便,bian4
变动,bian4 dong4
便利,bian4 li4
便利店
表达,biao3 da2
表面,biao3 mian4
表明,biao3 ming2
表情,biao3 qing2
标题,biao1 ti2
标志,biao1 zhi4
彼此,bi3 ci3
比分,bi3 fen1
毕竟,bi4 jing4
比例,bi3 li4
避免,bi4 mian3
闭幕式,bi4 mu4 shi4
饼,bing3
病房,bing4 fang2
病情,bing4 qing2
必然,bi4 ran2
必需,bi4 xu1
必要,bi4 yao4
比喻,bi3 yu4
拨打
玻璃,bo1 li5
博物馆,bo2 wu4 guan3
补充,bu3 chong1
不得了,bu4 de2 liao3
不符,bu4 fu2
不利,bu4 li4
不良,bu4 liang2
不然,bu4 ran2
不幸,bu4 xing4
步行,bu4 xing2
不要紧,bu4 yao4 jin3
不足,bu4 zu2
采访,cai3 fang3
裁判,cai2 pan4
采取,cai3 qu3
彩色,cai3 se4
采用,cai3 yong4
藏,cang2
参考,can1 kao3
餐饮,can1 yin3
参与,can1 yu4
操作,cao1 zuo4
册,ce4
测,ce4
曾,ceng2
曾经,ceng2 jing1
测试,ce4 shi4
插,cha1
差别,cha1 bie2
拆,chai1
差距,cha1 ju4
产,chan3
长处,chang2 chu4
长度,chang2 du4
长久,chang2 jiu3
长期,chang2 qi1
常识,chang2 shi2
尝试,chang2 shi4
场所,chang3 suo3
长途,chang2 tu2
长远,chang2 yuan3
产量,chan3 liang4
产品,chan3 pin3
产业,chan3 ye4
朝,chao2
吵,chao3
炒,chao3
超,chao1
超出,chao1 chu1
超级,chao1 ji2
超速
叉子,cha1 zi5
彻底,che4 di3
车祸,che1 huo4
车库,che1 ku4
车辆,che1 liang4
沉,chen2
称,cheng1
成本,cheng2 ben3
承担,cheng2 dan1
程度,cheng2 du4
成分,cheng2 fen4
成果,cheng2 guo3
成就,cheng2 jiu4
成立,cheng2 li4
成年,cheng2 nian2
城区,cheng2 qu1
成人,cheng2 ren2
承认,cheng2 ren4
承受,cheng2 shou4
成熟,cheng2 shu2
称为,cheng1 wei2
乘务员,cheng2 wu4 yuan2
程序,cheng2 xu4
成员,cheng2 yuan2
称赞,cheng1 zan4
成长,cheng2 zhang3
橙子
沉默,chen2 mo4
车厢,che1 xiang1
车主
池,chi2
翅膀,chi4 bang3
持续,chi2 xu4
尺子,chi3 zi5
冲,chong1
充电
充分,chong1 fen4
重复,chong2 fu4
充满,chong1 man3
宠物,chong3 wu4
充值
虫子,chong2 zi5
充足,chong1 zu2
臭,chou4
丑,chou3
抽,chou1
处,chu4
处,chu3
初,chu1
传,chuan2
传播,chuan2 bo1
传递,chuan2 di4
床单,chuang2 dan1
窗台,chuang1 tai2
创新,chuang4 xin1
创业,chuang4 ye4
创造,chuang4 zao4
创作,chuang4 zuo4
传说,chuan2 shuo1
传统,chuan2 tong3
出版,chu1 ban3
初级,chu1 ji2
处理,chu3 li3
初期,chu1 qi1
出色,chu1 se4
出售,chu1 shou4
除夕,chu2 xi1
出席,chu1 xi2
处于,chu3 yu2
出自
此后,ci3 hou4
词汇,ci2 hui4
刺激,ci4 ji1
此前,ci3 qian2
此时,ci3 shi2
辞职,ci2 zhi2
从不,cong2 bu4
从而,cong2 er2
从前,cong2 qian2
从事,cong2 shi4
催,cui1
促进,cu4 jin4
存放,cun2 fang4
存款,cun2 kuan3
存在,cun2 zai4
措施,cuo4 shi1
促使,cu4 shi3
促销,cu4 xiao1
打扮,da3 ban4
打包,da3 bao1
达成,da2 cheng2
大胆,da4 dan3
打断
大多,da4 duo1
大会,da4 hui4
代,dai4
代表,dai4 biao3
带动,dai4 dong4
代替,dai4 ti4
待遇,dai4 yu4
大力,da4 li4
大妈,da4 ma1
大米,da4 mi3
淡,dan4
单,dan1
大脑,da4 nao3
单独,dan1 du2
当,dang4
挡,dang3
当成,dang4 cheng2
当地,dang1 di4
当年,dang1 nian2
当前,dang1 qian2
当中,dang1 zhong1
当作,dang4 zuo4
担任,dan1 ren4
胆小,dan3 xiao3
单一,dan1 yi1
单元,dan1 yuan2
倒,dao3
到达,dao4 da2
道理,dao4 li3
到期,dao4 qi1
导演,dao3 yan3
导致,dao3 zhi4
大批,da4 pi1
打破,da3 po4
大厦,da4 sha4
大事,da4 shi4
打听,da3 ting5
大象,da4 xiang4
大型,da4 xing2
大爷,da4 ye5
大于,da4 yu2
大众,da4 zhong4
登,deng1
等待,deng3 dai4
灯光,deng1 guang1
等候,deng3 hou4
登记,deng1 ji4
登录,deng1 lu4
等于,deng3 yu2
递,di4
电池,dian4 chi2
电动
电器,dian4 qi4
电商
电视台,dian4 shi4 tai2
点心,dian3 xin1
点赞
电子版
调,diao4
调研
地理,di4 li3
地面,di4 mian4
定期,ding4 qi1
地区,di4 qu1
的确,di2 que4
敌人,di2 ren2
低头,di1 tou2
丢失,diu1 shi1
地位,di4 wei4
地下,di4 xia4
地震,di4 zhen4
冻,dong4
洞,dong4
动画,dong4 hua4
动人,dong4 ren2
动手,dong4 shou3
豆腐,dou4 fu5
豆浆,dou4 jiang1
度,du4
堵,du3
断,duan4
短处,duan3 chu4
短期,duan3 qi1
堆,dui1
对比,dui4 bi3
对待,dui4 dai4
对手,dui4 shou3
队伍,dui4 wu3
对象,dui4 xiang4
独立,du2 li4
吨,dun1
朵,duo3
躲,duo3
独特,du2 te4
读音,du2 yin1
独自,du2 zi4
儿女,er2 nu:3
二手
二维码
罚,fa2
发表,fa1 biao3
发布,fa1 bu4
发达,fa1 da2
发挥,fa1 hui1
罚款,fa2 kuan3
发明,fa1 ming2
反,fan3
翻,fan1
反而,fan3 er2
反复,fan3 fu4
防,fang2
方,fang1
方案,fang1 an4
仿佛,fang3 fu2
访问,fang3 wen4
房屋,fang2 wu1
防止,fang2 zhi3
返回,fan3 hui2
番茄,fan1 qie2
繁荣,fan2 rong2
范围,fan4 wei2
反应,fan3 ying4
反映,fan3 ying4
反正,fan3 zheng4
发起,fa1 qi3
发言,fa1 yan2
发音,fa1 yin1
法院,fa3 yuan4
飞行,fei1 xing2
飞行员,fei1 xing2 yuan2
非洲,fei1 zhou1
分别,fen1 bie2
分布,fen1 bu4
奋斗,fen4 dou4
纷纷,fen1 fen1
丰富多彩,feng1 fu4 duo1 cai3
风格,feng1 ge2
疯狂,feng1 kuang2
风俗,feng1 su2
风险,feng1 xian3
分类,fen1 lei4
分离,fen1 li2
分配,fen1 pei4
分手,fen1 shou3
分析,fen1 xi1
分享,fen1 xiang3
否定,fou3 ding4
否认,fou3 ren4
扶,fu2
福,fu2
副,fu4
富,fu4
付出,fu4 chu1
负担,fu4 dan1
夫妇,fu1 fu4
妇女,fu4 nu:3
富有,fu4 you3
复制,fu4 zhi4
服装,fu2 zhuang1
盖,gai4
改革,gai3 ge2
改进,gai3 jin4
概括,gai4 kuo4
概念,gai4 nian4
改善,gai3 shan4
改天
改正,gai3 zheng4
刚好,gang1 hao3
敢于,gan3 yu2
搞,gao3
告别,gao4 bie2
高大,gao1 da4
高档,gao1 dang4
高度,gao1 du4
高级,gao1 ji2
高科技,gao1 ke1 ji4
高效
隔,ge2
个别,ge4 bie2
歌词,ge1 ci2
各行各业,ge4 hang2 ge4 ye4
根,gen1
根本,gen1 ben3
更换,geng1 huan4
更新,geng1 xin1
歌曲,ge1 qu3
个人,ge4 ren2
格外,ge2 wai4
个性,ge4 xing4
各自,ge4 zi5
公布,gong1 bu4
工程,gong1 cheng2
工程师,gong1 cheng2 shi1
工具,gong1 ju4
功能,gong1 neng2
公平,gong1 ping2
公务员,gong1 wu4 yuan2
恭喜,gong1 xi3
贡献,gong4 xian4
共享,gong4 xiang3
工业,gong1 ye4
工艺,gong1 yi4
公寓,gong1 yu4
构成,gou4 cheng2
沟通,gou1 tong1
古,gu3
鼓,gu3
挂号,gua4 hao4
怪,guai4
关闭,guan1 bi4
观察,guan1 cha2
观点,guan1 dian3
广,guang3
广场,guang3 chang3
广大,guang3 da4
广泛,guang3 fan4
光临,guang1 lin2
光明,guang1 ming2
光线,guang1 xian4
冠军,guan4 jun1
观念,guan1 nian4
古代,gu3 dai4
固定,gu4 ding4
规律,gui1 lu:4
规模,gui1 mo2
贵姓,gui4 xing4
规则,gui1 ze2
柜子,gui4 zi5
古老,gu3 lao3
滚,gun3
锅,guo1
过度,guo4 du4
过分,guo4 fen4
国画
过敏,guo4 min3
过期,guo4 qi1
国庆,guo2 qing4
果然,guo3 ran2
果实,guo3 shi2
过于,guo4 yu2
故乡,gu4 xiang4
鼓掌,gu3 zhang3
哈,ha1
海关,hai3 guan1
海外,hai3 wai4
海鲜,hai3 xian1
含,han2
行,hang2
行业,hang2 ye4
含量,han2 liang4
汗水
含有,han2 you3
好,hao4
好评
好奇,hao4 qi2
好运,hao3 yun4
好转,hao3 zhuan3
合,he2
合法,he2 fa3
盒饭
黑,hei1
合理,he2 li3
河流,he2 liu2
合同,he2 tong5
合影,he2 ying3
合作,he2 zuo4
红,hong2
厚度,hou4 du4
后果,hou4 guo3
猴子,hou2 zi5
湖,hu2
滑,hua2
划,hua2
化,hua4
话费
花费,hua1 fei4
画面,hua4 mian4
黄瓜,huang2 gua1
黄金,huang2 jin1
环节,huan2 jie2
缓解,huan3 jie3
缓慢,huan3 man4
话题,hua4 ti2
化学,hua4 xue2
蝴蝶,hu2 die2
互动,hu4 dong4
灰,hui1
挥,hui1
恢复,hui1 fu4
汇率,hui4 lu:4
灰色,hui1 se4
回收,hui2 shou1
婚礼,hun1 li3
伙,huo3
伙伴,huo3 ban4
火锅,huo3 guo1
或是,huo4 shi4
货物,huo4 wu4
或许,huo4 xu3
忽视,hu1 shi4
胡同,hu2 tong4
户外,hu4 wai4
呼吸,hu1 xi1
及,ji2
级,ji2
集,ji2
系,ji4
挤,ji3
架,jia4
甲,jia3
嘉宾
家电
加工,jia1 gong1
建,jian4
键,jian4
捡,jian3
剪,jian3
剪刀,jian3 dao1
减肥,jian3 fei2
讲话,jiang3 hua4
将近,jiang1 jin4
讲究,jiang3 jiu4
奖励,jiang3 li4
讲述,jiang3 shu4
降水,jiang4 shui3
讲座,jiang3 zuo4
渐渐,jian4 jian4
艰苦,jian1 ku4
建立,jian4 li4
简历,jian3 li4
键盘,jian4 pan2
坚强,jian1 qiang2
建设,jian4 she4
建造,jian4 zao4
简直,jian3 zhi2
建筑,jian4 zhu4
较,jiao4
浇,jiao1
脚步,jiao3 bu4
教材,jiao4 cai2
角度,jiao3 du4
交换,jiao1 huan4
交往,jiao1 wang3
交易,jiao1 yi4
加热,jia1 re4
假如,jia3 ru2
加深,jia1 shen1
驾驶,jia4 shi3
加速,jia1 su4
家务,jia1 wu4
驾照,jia4 zhao4
价值,jia4 zhi2
疾病,ji2 bing4
季度,ji4 du4
结,jie2
届,jie4
接触,jie1 chu4
接待,jie1 dai4
阶段,jie1 duan4
结构,jie2 gou4
结合,jie2 he2
接近,jie1 jin4
结论,jie2 lun4
节省,jie2 sheng3
接收,jie1 shou1
及格,ji2 ge2
机构,ji1 gou4
集合,ji2 he2
即将,ji2 jiang1
激烈,ji1 lie4
记录,ji4 lu4
纪录,ji4 lu4
纪录片,ji4 lu4 pian4
急忙,ji2 mang2
紧,jin3
进步,jin4 bu4
近代,jin4 dai4
技能,ji4 neng2
静,jing4
经典,jing1 dian3
精力,jing1 li4
精神,jing1 shen2
惊喜,jing1 xi3
经营,jing1 ying2
纪念,ji4 nian4
纪念日,ji4 nian4 ri4
紧急,jin3 ji2
进口,jin4 kou3
尽快,jin3 kuai4
尽力,jin4 li4
尽量,jin4 liang4
紧密,jin3 mi4
近年来,jin4 nian2 lai2
近期,jin4 qi1
近日,jin4 ri4
今日,jin1 ri4
谨慎,jin3 shen4
进一步,jin4 yi1 bu4
极其,ji2 qi2
机器,ji1 qi4
机器人,ji1 qi4 ren2
肌肉,ji1 rou4
计算,ji4 suan4
计算机,ji4 suan4 ji1
集体,ji2 ti3
救,jiu4
酒吧,jiu3 ba1
救护车,jiu4 hu4 che1
就业,jiu4 ye4
久远,jiu3 yuan3
急需,ji2 xu1
记忆,ji4 yi4
记载,ji4 zai3
急诊
集中,ji2 zhong1
据,ju4
据,ju4
距,ju4
捐,juan1
具备,ju4 bei4
剧场,ju4 chang3
巨大,ju4 da4
绝对,jue2 dui4
决赛,jue2 sai4
角色,jue2 se4
决心,jue2 xin1
居民,ju1 min2
居然,ju1 ran2
据说,ju4 shuo1
具体,ju4 ti3
具有,ju4 you3
居住,ju1 zhu4
橘子,ju2 zi5
开发,kai1 fa1
开放,kai1 fang4
开幕,kai1 mu4
开幕式,kai1 mu4 shi4
开水,kai1 shui3
开通,kai1 tong5
开业,kai1 ye4
开展,kai1 zhan3
看,kan1
看望,kan4 wang4
看作,kan4 zuo4
靠,kao4
靠近,kao4 jin4
颗,ke1
克服,ke4 fu2
客服
客观,ke4 guan1
客户,ke4 hu4
可见,ke3 jian4
可靠,ke3 kao4
可怕,ke3 pa4
科研,ke1 yan2
空间,kong1 jian1
控制,kong4 zhi4
空中,kong1 zhong1
口袋,kou3 dai4
口味,kou3 wei4
库,ku4
宽,kuan1
宽度,kuan1 du4
亏,kui1
昆虫,kun1 chong2
扩大,kuo4 da4
来源,lai2 yuan2
老百姓,lao3 bai3 xing4
老板,lao3 ban3
劳动,lao2 dong4
老公,lao3 gong5
姥姥,lao3 lao5
老婆,lao3 po2
姥爷
乐观,le4 guan1
泪,lei4
类,lei4
泪水,lei4 shui3
类似,lei4 si4
类型,lei4 xing2
乐趣,le4 qu4
梨,li2
力,li4
恋爱,lian4 ai4
量,liang4
良好,liang2 hao3
粮食,liang2 shi5
联合,lian2 he2
连接,lian2 jie1
连忙,lian2 mang2
脸色,lian3 se4
连续,lian2 xu4
了不起,liao3 bu5 qi3
列车,lie4 che1
离婚,li2 hun1
立即,li4 ji2
立刻,li4 ke4
力量,li4 liang5
理论,li3 lun4
厘米,li2 mi3
铃,ling2
令,ling4
领,ling3
领带,ling3 dai4
领导,ling3 dao3
灵活,ling2 huo2
领取,ling3 qu3
领先,ling3 xian1
领域,ling3 yu4
临时,lin2 shi2
利润,li4 run4
里头,li3 tou5
流传,liu2 chuan2
流感,liu2 gan3
浏览,liu2 lan3
留言,liu2 yan2
利益,li4 yi4
利用,li4 yong4
理由,li3 you2
离职
龙,long2
漏,lou4
录,lu4
陆地,lu4 di4
论文,lun4 wen2
逻辑,luo2 ji5
录取,lu4 qu3
路人,lu4 ren2
路线,lu4 xian4
旅行社
陆续,lu4 xu4
录音,lu4 yin1
骂,ma4
买卖,mai3 mai4
忙碌,mang2 lu4
满足,man3 zu2
毛笔,mao2 bi3
毛病,mao2 bing4
矛盾,mao2 dun4
没法儿
玫瑰,mei2 gui1
魅力,mei4 li4
美术,mei3 shu4
媒体,mei2 ti3
美味,mei3 wei4
门诊,men2 zhen3
迷,mi2
面积,mian4 ji5
面临,mian4 lin2
面向,mian4 xiang4
描述,miao2 shu4
迷路
秘密,mi4 mi4
命,ming4
敏感,min3 gan3
名称,ming2 cheng1
名牌,ming2 pai2
名片,ming2 pian4
明确,ming2 que4
明显,ming2 xian3
明星,ming2 xing1
命运,ming4 yun4
密切,mi4 qie4
秘书,mi4 shu1
摸,mo1
模糊,mo2 hu5
陌生,mo4 sheng1
模式,mo2 shi4
某,mou3
目光,mu4 guang1
木头,mu4 tou5
难得,nan2 de2
难度,nan2 du4
难以,nan2 yi3
男子,nan2 zi3
闹,nao4
闹钟,nao4 zhong1
哪怕,na3 pa4
内部,nei4 bu4
能干,neng2 gan4
念,nian4
年初,nian2 chu1
年代,nian2 dai4
年纪,nian2 ji4
年夜饭,nian2 ye4 fan4
